series_id,fund_name,registrant,adviser,tickers,first_year,last_year,years,fund_of_funds,net_assets_last,terminated,type,transparent,confidence,note
S000090189,FT Vest Bitcoin Strategy Floor15 ETF - April,First Trust Exchange-Traded Fund,,BFAP,2025,2025,1,,4952526.78,,crypto_digital,Y,high,bitcoin strategy with option floor
S000090211,JPMorgan Nasdaq Hedged Equity Laddered Overlay ETF,J.P. Morgan Exchange-Traded Fund Trust,,HEQQ,2025,2025,1,,27372516.26,,equity_options,Y,high,JPM laddered options overlay
S000090213,American Beacon Ionic Inflation Protection ETF,AMERICAN BEACON SELECT FUNDS,,CPII,2025,2026,2,,10565693.97,,fixed_income,Y,medium,inflation protection: TIPS + rate options
S000090290,Yoke Core ETF,EA Series Trust,,YOKE,2026,2026,1,,192984922.784,,equity_longonly,Y,high,looked up; tactical global equity; holds stocks only
S000090298,FT Confluence BDC & Specialty Finance Income ETF,First Trust Exchange-Traded Fund VIII,,FBDC,2025,2025,1,,54622188.33,,equity_longonly,Y,medium,BDC/specialty finance stocks
S000090387,One+One Nasdaq-100 and Bitcoin ETF,VOLATILITY SHARES TRUST,,OOQB,2025,2026,2,,1137124.111,,crypto_digital,Y,medium,Nasdaq-100 + bitcoin combination sleeve
S000090391,One+One S&P 500 and Bitcoin ETF,VOLATILITY SHARES TRUST,,OOSB,2025,2026,2,,904812.376,,crypto_digital,Y,medium,S&P 500 + bitcoin combination sleeve
S000090403,JPMorgan U.S. Research Enhanced Large Cap ETF,J.P. Morgan Exchange-Traded Fund Trust,,JUSA,2025,2025,1,,17068711.98,,equity_longonly,Y,high,research enhanced large cap
S000090417,JPMorgan Mortgage-Backed Securities ETF,J.P. Morgan Exchange-Traded Fund Trust,,JMTG,2026,2026,1,,6098997586.41,,fixed_income,Y,high,MBS
S000090419,JPMorgan International Hedged Equity Laddered Overlay ETF,J.P. Morgan Exchange-Traded Fund Trust,,HOLA,2025,2025,1,,209675257.22,,equity_options,Y,high,JPM laddered options overlay
S000090423,AllianzIM Buffer15 Uncapped Allocation ETF,AIM ETF Products Trust,,SPBU,2025,2025,1,Y,41086039.60999999,,allocation_fof,Y,high,AllianzIM allocation; fof flag
S000090441,FT Vest Bitcoin Strategy & Target Income ETF,First Trust Exchange-Traded Fund,,DFII,2025,2025,1,,10216754.06,,crypto_digital,Y,high,bitcoin strategy + target income
S000090448,iShares Managed Futures Active ETF,BlackRock ETF Trust,,ISMF,2025,2025,1,,18310388.175,,commodity_futures,Y,high,managed futures
S000090496,SMI 3Fourteen REAL Asset Allocation ETF,ETF Opportunities Trust,,RAA,2025,2025,1,Y,439625672,,allocation_fof,Y,high,N-CEN fund_of_funds=Y; real asset allocation
S000090503,DoubleLine Asset-Backed Securities ETF,DoubleLine ETF Trust,,DABS,2025,2025,1,,46814018.83,,fixed_income,Y,high,ABS
S000090516,First Trust Small Cap BuyWrite Income ETF,First Trust Exchange-Traded Fund VI,,FTKI,2025,2025,1,,946150.31,,equity_options,Y,high,BuyWrite
S000090520,BondBloxx IR+M Tax-Aware Intermediate Duration ETF,BondBloxx ETF Trust,,TXXI,2025,2025,1,,11379248.44999999,,fixed_income,Y,high,tax-aware bond
S000090524,RockCreek Global Equality ETF,EA Series Trust,,RCGE,2026,2026,1,,78093949.304,,equity_longonly,Y,medium,global equity strategy
S000090584,STKd 100% NVDA & 100% AMD ETF,Tidal Trust II,,LAYS,2025,2025,1,,3385007.081,,leveraged_inverse,Y,medium,stacked 100/100 single-stock leverage
S000090660,Intech S&P Large Cap Diversified Alpha ETF,Tidal Trust III,,LGDX,2026,2026,1,,99891055.04,,equity_longonly,Y,high,Intech quant large cap
S000090661,Intech S&P Small-Mid Cap Diversified Alpha ETF,Tidal Trust III,,SMDX,2026,2026,1,,82332542.93,,equity_longonly,Y,high,Intech diversified alpha equity
S000090663,MRP SynthEquity ETF,Tidal Trust III,,SNTH,2025,2025,1,,62729853.24,,equity_options,Y,high,looked up; SPX options plus treasuries synthetic equity
S000090665,MC Trio Equity Buffered ETF,EA Series Trust,,TRIO,2026,2026,1,,102105022.521,,equity_options,Y,high,buffered equity
S000090687,VistaShares Target 15 Berkshire Select Income ETF,Tidal Trust III,,OMAH,2025,2026,2,,422732385,,equity_options,Y,medium,VistaShares Target 15 = equity + option income overlay
S000090690,VistaShares Target 15 USA Quality Income ETF,Tidal Trust III,,QUSA,2025,2026,2,,15382069.62,,equity_options,Y,medium,VistaShares Target 15 = equity + option income overlay
S000090698,FT Vest Growth Strength & Target Income ETF,First Trust Exchange-Traded Fund IV,,FGSI,2025,2025,1,,2044721.22,,equity_options,Y,high,target income = call writing
S000090747,Amplius Aggressive Asset Allocation ETF,EA Series Trust,,AAAA,2026,2026,1,Y,230264586.311,,allocation_fof,Y,high,"asset allocation, fof=Y"
S000090755,Cambria Fixed Income Trend ETF,Cambria ETF Trust,,CFIT,2025,2025,1,,10038235,,fixed_income,Y,medium,"bond trend rotation, not futures"
S000090805,GraniteShares 2x Long MSTR Daily ETF,GraniteShares ETF Trust,,MSTP,2025,2025,1,,782313,,leveraged_inverse,Y,high,GraniteShares 2x long single stock
S000090826,Polen Floating Rate Income ETF,FundVantage Trust,,PCFI,2025,2025,1,,8998076,,fixed_income,Y,high,floating rate loans
S000090827,Polen High Income ETF,FundVantage Trust,,PCHI,2025,2025,1,,7633044,,fixed_income,Y,high,high income credit
S000090830,Defiance Leveraged Long Plus Income MSTR ETF,Tidal Trust II,,MST,2026,2026,1,,55255920.9940785,,leveraged_inverse,Y,medium,Defiance leveraged long single stock with income overlay
S000090856,Tema S&P 500 Historical Weight ETF Strategy,Tema ETF Trust,,DSPY,2026,2026,1,,434972041,,equity_longonly,Y,high,Tema; S&P 500 reweighted equity
S000090909,GraniteShares 2x Long VRT Daily ETF,GraniteShares ETF Trust,,VRTL,2025,2025,1,,4494686,,leveraged_inverse,Y,high,2x long daily single stock
S000090910,GraniteShares 2x Short MSTR Daily ETF,GraniteShares ETF Trust,,MSDD,2025,2025,1,,692345,,leveraged_inverse,Y,high,GraniteShares 2x short single stock
S000090911,GraniteShares 2x Long IONQ Daily ETF,GraniteShares ETF Trust,,IONL,2025,2025,1,,6026673,,leveraged_inverse,Y,high,2x single stock daily
S000090912,GraniteShares 2x Long MARA Daily ETF,GraniteShares ETF Trust,,MRAL,2025,2025,1,,17833170,,leveraged_inverse,Y,high,GraniteShares 2x long single stock
S000090913,GraniteShares 2x Long MRVL Daily ETF,GraniteShares ETF Trust,,MVLL,2025,2025,1,,10053956,,leveraged_inverse,Y,high,GraniteShares 2x long single stock
S000090916,GraniteShares 2x Long RDDT Daily ETF,GraniteShares ETF Trust,,RDTL,2025,2025,1,,12122519,,leveraged_inverse,Y,high,GraniteShares daily 2x long single-stock
S000090923,Sterling Capital Enhanced Core Bond ETF,Capitol Series Trust,,SCEC,2025,2025,1,,404038313.962789,,fixed_income,Y,high,enhanced core bond
S000090972,Invesco Managed Futures Strategy ETF,Invesco Actively Managed Exchange-Traded Fund Trust,,IMF,2025,2025,1,,285304851.11,,commodity_futures,Y,high,managed futures
S000090980,Grayscale Bitcoin Premium Income ETF,Grayscale Funds Trust,,BPI,2025,2025,1,,4622599,,crypto_digital,Y,high,Grayscale bitcoin option income
S000090982,Cambria Global EW ETF,EA Series Trust,,GEW,2025,2025,1,Y,153081265.017,,allocation_fof,Y,high,Cambria global EW; FoF
S000091052,Defiance Daily Target 2X Long HIMS ETF,Tidal Trust II,,HIMZ,2025,2025,1,,4638940.6,,leveraged_inverse,Y,high,daily 2x single-stock
S000091053,Defiance Daily Target 2X Long HOOD ETF,Tidal Trust II,,HOOX,2025,2025,1,,2378435.34,,leveraged_inverse,Y,high,daily 2x single-stock
S000091054,Defiance Daily Target 2X Long IONQ ETF,Tidal Trust II,,IONX,2025,2025,1,,14030726.66,,leveraged_inverse,Y,high,2x single stock daily
S000091058,Defiance Daily Target 2X Long RGTI ETF,Tidal Trust II,,RGTX,2025,2025,1,,1777555.19,,leveraged_inverse,Y,high,2X single-stock daily
S000091059,Defiance Daily Target 2X Long RKLB ETF,Tidal Trust II,,RKLX,2025,2025,1,,3101861.27,,leveraged_inverse,Y,high,2X single-stock daily
S000091062,WisdomTree High Income Laddered Municipal Fund,WisdomTree Trust,,WTMY,2025,2025,1,,2805307,,fixed_income,Y,high,laddered municipal
S000091065,WisdomTree Core Laddered Municipal Fund,WisdomTree Trust,,WTMU,2025,2025,1,,3511341,,fixed_income,Y,high,laddered municipal
S000091075,Bitwise COIN Option Income Strategy ETF,Bitwise Funds Trust,,ICOI,2025,2025,1,,18060933,,equity_options,Y,medium,option income on COIN stock (equity underlier)
S000091076,Bitwise MARA Option Income Strategy ETF,Bitwise Funds Trust,,IMRA,2025,2025,1,,4731023,,equity_options,Y,high,single-stock MARA option income
S000091077,Bitwise MSTR Option Income Strategy ETF,Bitwise Funds Trust,,IMST,2025,2025,1,,43755295,,equity_options,Y,high,single-stock MSTR option income
S000091091,Westwood LBRTY Global Equity ETF,Ultimus Managers Trust,,,2025,2025,1,,2643096.48,,,,,
S000091101,KraneShares 2x Long MELI Daily ETF,Krane Shares Trust,,KMLI,2026,2026,1,,3310010.08312155,,leveraged_inverse,Y,high,2x single stock daily
S000091103,REX Bitcoin Corporate Treasury Convertible Bond ETF,ETF Opportunities Trust,,BMAX,2025,2025,1,,10254945,,fixed_income,Y,medium,convertible bonds of bitcoin-treasury issuers
S000091118,2x Solana,VOLATILITY SHARES TRUST,,SOLT,2026,2026,1,,252189026.448,,crypto_digital,Y,high,2x leveraged Solana
S000091119,Solana ETF,VOLATILITY SHARES TRUST,,SOLZ,2026,2026,1,,100308891.451,,crypto_digital,Y,high,Solana futures
S000091218,Leverage Shares 2X Long AAL Daily ETF ,Themes ETF Trust,,AALG,2025,2025,1,,856296,,leveraged_inverse,Y,high,2X Long daily single stock
S000091219,Leverage Shares 2X Long HOOD Daily ETF ,Themes ETF Trust,,HOOG,2025,2025,1,,39003707,,leveraged_inverse,Y,high,2x single-stock daily
S000091225,Leverage Shares 2X Long PANW Daily ETF ,Themes ETF Trust,,PANG,2025,2025,1,,2556992,,leveraged_inverse,Y,high,Leverage Shares daily 2X long single-stock
S000091226,Leverage Shares 2X Long PLTR Daily ETF ,Themes ETF Trust,,PLTG,2025,2025,1,,11691085,,leveraged_inverse,Y,high,Leverage Shares daily 2X long single-stock
S000091227,Leverage Shares 2X Long PYPL Daily ETF ,Themes ETF Trust,,PYPG,2025,2025,1,,5658735,,leveraged_inverse,Y,high,Leverage Shares daily 2X long single-stock
S000091230,Leverage Shares 2X Long RTX Daily ETF ,Themes ETF Trust,,RTXG,2025,2025,1,,982278,,leveraged_inverse,Y,high,2X single-stock daily
S000091231,Leverage Shares 2X Long XYZ Daily ETF ,Themes ETF Trust,,XYZG,2025,2025,1,,2016541,,leveraged_inverse,Y,high,2x long daily single stock
S000091233,Leverage Shares 2X Long ADBE Daily ETF ,Themes ETF Trust,,ADBG,2025,2025,1,,7676721,,leveraged_inverse,Y,high,2X Long daily single stock
S000091235,Leverage Shares 2X Long AVGO Daily ETF ,Themes ETF Trust,,AVGG,2025,2025,1,,5700298,,leveraged_inverse,Y,high,2X Long daily single stock
S000091238,Leverage Shares 2X Long CRM Daily ETF ,Themes ETF Trust,,CRMG,2025,2025,1,,7953977,,leveraged_inverse,Y,high,Leverage Shares 2X daily
S000091242,Argent Focused Small Cap ETF,EA Series Trust,,ALIL,2025,2025,1,,8381529.07,,equity_longonly,Y,high,Argent small cap stocks
S000091243,Argent Large Cap ETF,EA Series Trust,,ABIG,2025,2025,1,,17434671.33,,equity_longonly,Y,high,Argent large cap stocks
S000091298,Opportunistic Trader ETF,ETF Opportunities Trust,,WZRD,2025,2025,1,,18193017.48,,equity_options,Y,medium,tactical large-cap equity + active options; looked up
S000091359,Hotchkis and Wiley SMID Cap Diversified Value Fund,HOTCHKIS & WILEY FUNDS /DE/,,HWSM,2025,2025,1,,1672841.82,,equity_longonly,N,medium,"open-end mutual fund, not an ETF; SMID value"
S000091386,Principal Capital Appreciation Select ETF,Principal Exchange-Traded Funds,,LCAP,2025,2025,1,,16224780.475,,equity_longonly,Y,high,capital appreciation equity
S000091408,VANGUARD SHORT DURATION BOND ETF,VANGUARD MALVERN FUNDS,,VSDB,2025,2025,1,,57415537.24,,fixed_income,Y,high,short duration bond
S000091436,Tuttle Capital Bitcoin 0DTE Covered Call ETF,ETF Opportunities Trust,,BITK,2025,2025,1,,4652178,,crypto_digital,Y,high,bitcoin 0DTE covered call
S000091439,Tuttle Capital MSTR 0DTE Covered Call ETF,ETF Opportunities Trust,,MSTK,2025,2025,1,,450890,,equity_options,Y,high,0DTE covered call on single stock
S000091457,NEOS S&P 500(R) Hedged Equity Income ETF,NEOS ETF Trust,,SPYH,2025,2025,1,,1156949,,equity_options,Y,high,NEOS hedged equity income options
S000091478,RJ Eagle Municipal Income ETF,Carillon Series Trust,,RJMI,2025,2025,1,,9457474,,fixed_income,Y,high,municipal
S000091479,RJ Eagle Vertical Income ETF,Carillon Series Trust,,RJVI,2025,2025,1,,5301317,,fixed_income,Y,high,looked up; capital-structure bonds preferreds and stock
S000091480,RJ Eagle GCM Dividend Select Income ETF,Carillon Series Trust,,RJDI,2025,2025,1,,15906391,,equity_longonly,Y,medium,dividend equity income
S000091503,Defiance Daily Target 2X Short SMCI ETF,Tidal Trust II,,SMCZ,2025,2025,1,,1866038.8,,leveraged_inverse,Y,high,2X short single stock daily
S000091510,Onchain Economy ETF,VanEck Funds,,NODE,2025,2025,1,,31151166.31375,,equity_longonly,Y,medium,VanEck onchain-economy EQUITIES (some crypto ETP sleeve)
S000091512,Lazard Emerging Markets Opportunities ETF,Lazard Active ETF Trust,,EMKT,2025,2025,1,,122510812.46333333,,equity_longonly,Y,high,Lazard; EM equity
S000091513,Lazard Equity Megatrends ETF,Lazard Active ETF Trust,,THMZ,2025,2025,1,,38968793.49444444,,equity_longonly,Y,high,Lazard thematic equity
S000091514,Lazard International Dynamic Equity ETF,Lazard Active ETF Trust,,IEQ,2025,2025,1,,346943945.59375,,equity_longonly,Y,medium,Lazard active intl equity
S000091515,Lazard Japanese Equity ETF,Lazard Active ETF Trust,,JPY,2025,2025,1,,51109430.37444444,,equity_longonly,Y,high,Japan equity
S000091516,Lazard Next Gen Technologies ETF,Lazard Active ETF Trust,,TEKY,2025,2025,1,,44418902.41111111,,equity_longonly,Y,high,Lazard active tech equity
S000091610,REX-Osprey DOGE ETF,ETF Opportunities Trust,,,2026,2026,1,,23262287,,,,,
S000091611,REX-Osprey ETH + Staking ETF,ETF Opportunities Trust,,,2026,2026,1,,2798890,,,,,
S000091612,REX-Osprey SOL + Staking ETF,ETF Opportunities Trust,,,2026,2026,1,,215875456,,,,,
S000091614,REX-Osprey XRP ETF,ETF Opportunities Trust,,,2026,2026,1,,90817867,,,,,
S000091618,Simplify Barrier Income ETF,Simplify Exchange Traded Funds,,SBAR,2025,2025,1,,24194371,,equity_options,Y,medium,barrier income options
S000091619,Simplify Target 15 Distribution ETF,Simplify Exchange Traded Funds,,XV,2025,2025,1,,30117940,,equity_options,Y,high,looked up; option spread writing + treasuries
S000091625,Teucrium 2x Long Daily XRP ETF,Listed Funds Trust,,XXRP,2025,2025,1,,247953510,,leveraged_inverse,Y,high,2x long daily; crypto underlying
S000091658,Harbor Emerging Markets Select ETF,Harbor ETF Trust,,EMES,2025,2025,1,,8818988.15333333,,equity_longonly,Y,high,Harbor; EM equity
S000091659,Harbor Emerging Markets Equity ETF,Harbor ETF Trust,,EPEM,2025,2025,1,,5587816.346,,equity_longonly,Y,high,Harbor; EM equity
S000091660,Harbor International Equity ETF,Harbor ETF Trust,,EPIN,2025,2025,1,,5658647.736,,equity_longonly,Y,high,Harbor; intl equity
S000091661,Harbor Mid Cap Core ETF,Harbor ETF Trust,,EPMB,2025,2025,1,,3812974.14666666,,equity_longonly,Y,high,Harbor; mid cap core
S000091662,Harbor Mid Cap Value ETF,Harbor ETF Trust,,EPMV,2025,2025,1,,3831562.90166666,,equity_longonly,Y,high,Harbor; mid cap value
S000091663,Harbor SMID Cap Core ETF,Harbor ETF Trust,,EPSB,2025,2025,1,,3298960.03,,equity_longonly,Y,high,Harbor; SMID core
S000091664,Harbor SMID Cap Value ETF,Harbor ETF Trust,,EPSV,2025,2025,1,,3992494.32166666,,equity_longonly,Y,high,Harbor; SMID value
S000091665,Harbor Transformative Technologies ETF,Harbor ETF Trust,,TEC,2025,2025,1,,5031827.20857142,,equity_longonly,Y,high,Harbor thematic tech equity
S000091689,Grayscale Bitcoin Adopters ETF,Grayscale Funds Trust,,BCOR,2025,2025,1,,3845598,,equity_longonly,Y,medium,equities of bitcoin-treasury companies
S000091693,Roundhill Magnificent Seven Covered Call ETF,Roundhill ETF Trust,,MAGY,2025,2025,1,,83199179.186,,equity_options,Y,high,covered call
S000091765,Global X Bitcoin Covered Call ETF,Global X Funds,,BCCC,2025,2025,1,,6646959.87,,crypto_digital,Y,high,bitcoin covered call
S000091769,Invesco Comstock Contrarian Equity ETF,Invesco Actively Managed Exchange-Traded Fund Trust,,CSTK,2025,2025,1,,104604280.15,,equity_longonly,Y,medium,Invesco Comstock value; proxy-basket series retired
S000091770,Invesco International Growth Focus ETF,Invesco Actively Managed Exchange-Traded Fund Trust,,MTRA,2025,2025,1,,75998262.22,,equity_longonly,Y,medium,"Invesco international growth; 2025 launch, transparent"
S000091771,Invesco QQQ Hedged Advantage ETF,Invesco Actively Managed Exchange-Traded Fund Trust,,QQHG,2025,2025,1,,11257918.79,,equity_options,Y,high,QQQ hedged advantage option overlay
S000091806,VanEck Technology TruSector ETF,VanEck ETF Trust,,TRUT,2025,2025,1,Y,7164523.165,,equity_longonly,Y,medium,holds XLK ~33% + tech stocks; looked up
S000091808,VanEck Consumer Discretionary TruSector ETF,VanEck ETF Trust,,TRUD,2025,2025,1,Y,2332702.445,,equity_longonly,Y,medium,sector equity + sector ETF sleeve (FoF flag); family looked up
S000091819,Astoria Dynamic Core US Fixed Income ETF,EA Series Trust,,AGGA,2025,2025,1,Y,23315627.89,,fixed_income,Y,high,"fixed income, fof=Y"
S000091848,Simplify Kayne Anderson Energy and Infrastructure Credit ETF,Simplify Exchange Traded Funds,,KNRG,2025,2025,1,,6094932,,fixed_income,Y,high,energy infrastructure credit
S000091859,Simplify Piper Sandler US Small-Cap PLUS Income ETF,Simplify Exchange Traded Funds,,LITL,2025,2025,1,,3078246,,equity_options,Y,medium,Simplify PLUS Income = equity + option income overlay
S000091891,Tradr 2X Long ACHR Daily ETF,INVESTMENT MANAGERS SERIES TRUST II,,ARCX,2026,2026,1,,16353121,,leveraged_inverse,Y,high,Tradr 2X Long daily
S000091892,Tradr 2X Long UPST Daily ETF,INVESTMENT MANAGERS SERIES TRUST II,,UPSX,2026,2026,1,,40866605,,leveraged_inverse,Y,high,2x long daily single stock
S000091893,Tradr 2X Long ALAB Daily ETF,INVESTMENT MANAGERS SERIES TRUST II,,LABX,2026,2026,1,,35785046,,leveraged_inverse,Y,high,2x single stock daily
S000091894,Tradr 2X Long APP Daily ETF,INVESTMENT MANAGERS SERIES TRUST II,,APPX,2026,2026,1,,80599481,,leveraged_inverse,Y,high,Tradr 2X Long daily
S000091895,Tradr 2X Long MDB Daily ETF,INVESTMENT MANAGERS SERIES TRUST II,,MDBX,2026,2026,1,,3149213,,leveraged_inverse,Y,high,Tradr 2X long single stock
S000091896,Tradr 2X Long QBTS Daily ETF,INVESTMENT MANAGERS SERIES TRUST II,,QBTX,2026,2026,1,,62016357,,leveraged_inverse,Y,high,Tradr daily 2X long single-stock
S000091897,Tradr 2X Long QUBT Daily ETF,INVESTMENT MANAGERS SERIES TRUST II,,QUBX,2026,2026,1,,29181582,,leveraged_inverse,Y,high,Tradr daily 2X long single-stock
S000091898,Tradr 2X Long RGTI Daily ETF,INVESTMENT MANAGERS SERIES TRUST II,,RGTU,2026,2026,1,,9121239,,leveraged_inverse,Y,high,2X single-stock daily
S000091899,Tradr 2X Long TEM Daily ETF,INVESTMENT MANAGERS SERIES TRUST II,,TEMT,2026,2026,1,,46905309,,leveraged_inverse,Y,high,Tradr 2X long daily single stock
S000091930,Return Stacked U.S. Stocks & Gold/Bitcoin ETF,Tidal Trust II,,RSSX,2026,2026,1,,25240056.8931837,,allocation_fof,Y,medium,return stacked stocks + gold/bitcoin
S000092021,T. Rowe Price Financials ETF,"T. Rowe Price Exchange-Traded Funds, Inc.",,TFNS,2025,2025,1,,10812595,,equity_longonly,Y,high,TRP sector equity 2025 launch
S000092022,T. Rowe Price Global Equity ETF,"T. Rowe Price Exchange-Traded Funds, Inc.",,TGLB,2025,2025,1,,12224526,,equity_longonly,Y,high,TRP global equity 2025 launch
S000092023,T. Rowe Price Health Care ETF,"T. Rowe Price Exchange-Traded Funds, Inc.",,TMED,2025,2025,1,,13001046,,equity_longonly,Y,high,TRP sector equity 2025
S000092024,T. Rowe Price International Equity Research ETF,"T. Rowe Price Exchange-Traded Funds, Inc.",,TIER,2025,2025,1,,11763745,,equity_longonly,Y,high,TRP international equity research 2025
S000092025,T. Rowe Price Natural Resources ETF,"T. Rowe Price Exchange-Traded Funds, Inc.",,TURF,2025,2025,1,,12299921,,equity_longonly,Y,high,TRP natural resources equity
S000092049,TrueShares Structured Outcome (April) ETF,Elevation Series Trust,,APRZ,2025,2025,1,,18493745,,equity_options,Y,high,TrueShares structured outcome
S000092050,TrueShares Structured Outcome (November) ETF,Elevation Series Trust,,NOVZ,2025,2025,1,,22610802,,equity_options,Y,high,TrueShares structured outcome
S000092051,TrueShares Structured Outcome (October) ETF,Elevation Series Trust,,OCTZ,2025,2025,1,,24636564,,equity_options,Y,high,TrueShares structured outcome (Elevation trust)
S000092052,TrueShares Structured Outcome (September) ETF,Elevation Series Trust,,SEPZ,2025,2025,1,,77067942,,equity_options,Y,high,structured outcome
S000092053,TrueShares Structured Outcome (August) ETF,Elevation Series Trust,,AUGZ,2025,2025,1,,26251765,,equity_options,Y,high,TrueShares structured outcome
S000092054,TrueShares Structured Outcome (December) ETF,Elevation Series Trust,,DECZ,2025,2025,1,,57686059,,equity_options,Y,high,TrueShares structured outcome
S000092055,TrueShares Structured Outcome (February) ETF,Elevation Series Trust,,FEBZ,2025,2025,1,,9901101,,equity_options,Y,high,TrueShares; structured outcome
S000092056,TrueShares Structured Outcome (January) ETF,Elevation Series Trust,,JANZ,2025,2025,1,,36378056,,equity_options,Y,high,TrueShares structured outcome
S000092057,TrueShares Structured Outcome (July) ETF,Elevation Series Trust,,JULZ,2025,2025,1,,34281470,,equity_options,Y,high,TrueShares structured outcome
S000092058,TrueShares Structured Outcome (June) ETF,Elevation Series Trust,,JUNZ,2025,2025,1,,9383337,,equity_options,Y,high,TrueShares structured outcome
S000092059,TrueShares Structured Outcome (March) ETF,Elevation Series Trust,,MARZ,2025,2025,1,,17872669,,equity_options,Y,high,TrueShares structured outcome
S000092060,TrueShares Structured Outcome (May) ETF,Elevation Series Trust,,MAYZ,2025,2025,1,,11602770,,equity_options,Y,high,TrueShares structured outcome
S000092068,Brown Advisory Sustainable Growth ETF,ADVISORS' INNER CIRCLE FUND III,,BASG,2025,2025,1,,508966216,,equity_longonly,Y,high,Brown Advisory equity
S000092069,Brown Advisory Sustainable Value ETF,ADVISORS' INNER CIRCLE FUND III,,BASV,2025,2025,1,,155072543,,equity_longonly,Y,high,Brown Advisory equity
S000092074,Tortoise Global Water Fund,Tortoise Capital Series Trust,,TBLU,2025,2025,1,,54772569,,equity_longonly,Y,high,water thematic equity
S000092075,Tortoise North American Pipeline Fund,Tortoise Capital Series Trust,,TPYP,2025,2025,1,,703280251,,equity_longonly,Y,high,pipeline/midstream equities
S000092079,Rainwater Equity ETF,EA Series Trust,,RW,2026,2026,1,,17701321.761,,equity_longonly,Y,high,active equity
S000092090,Tortoise Energy Fund,Tortoise Capital Series Trust,,TNGY,2025,2025,1,,535883139,,equity_longonly,Y,high,Tortoise energy equity
S000092100,JPMorgan Flexible Debt ETF,J.P. Morgan Exchange-Traded Fund Trust,,JFLX,2026,2026,1,,1191862288.46,,fixed_income,Y,high,flexible debt
S000092105,Horizon Kinetics Japan Owner Operator ETF  ,Listed Funds Trust,,JAPN,2025,2025,1,,16210703,,equity_longonly,Y,high,owner-operator equity
S000092118,RiverNorth Enhanced Pre-Merger SPAC ETF,Elevation Series Trust,,SPCZ,2025,2025,1,,5209680,,equity_longonly,Y,low,enhanced pre-merger SPAC
S000092119,RiverNorth Patriot ETF,Elevation Series Trust,,FLDZ,2025,2025,1,,3982133,,equity_longonly,Y,medium,RiverNorth Patriot; US equity
S000092120,Polen Dividend Income ETF,Elevation Series Trust,,DIVZ,2025,2025,1,,174678551,,equity_longonly,Y,medium,Polen; dividend income equity
S000092121,TrueShares Active Yield ETF,Elevation Series Trust,,ERNZ,2025,2025,1,,138783888,,equity_longonly,Y,low,"looked up: same fund, Elevation series"
S000092122,TrueShares Eagle Global Renewable Energy Income ETF,Elevation Series Trust,,RNWZ,2025,2025,1,,2454310,,equity_longonly,Y,medium,renewable-energy equity income
S000092123,"TrueShares Technology, AI & Deep Learning ETF",Elevation Series Trust,,LRNZ,2025,2025,1,,33381788,,equity_longonly,Y,high,TrueShares tech/AI equity
S000092140,Fidelity Managed Futures ETF,Fidelity Greenwood Street Trust,,FFUT,2026,2026,1,,132614181,,commodity_futures,Y,medium,Fidelity managed futures
S000092183,Suncoast Select Growth ETF,EA Series Trust,,SEMG,2026,2026,1,,40906803.898,,equity_longonly,Y,high,select growth equity
S000092321,Roundhill HOOD WeeklyPay ETF,Roundhill ETF Trust,,HOOW,2025,2025,1,,173891650.4,,equity_options,Y,medium,Roundhill WeeklyPay on HOOD; synthetic + calls
S000092324,Roundhill MSTR WeeklyPay ETF,Roundhill ETF Trust,,MSTW,2025,2025,1,,75810586.582,,equity_options,Y,high,Roundhill WeeklyPay option income
S000092325,Roundhill NFLX WeeklyPay ETF,Roundhill ETF Trust,,NFLW,2025,2025,1,,19757288.51,,equity_options,Y,high,Roundhill WeeklyPay option income
S000092330,Roundhill UBER WeeklyPay ETF,Roundhill ETF Trust,,UBEW,2025,2025,1,,14554086.205,,equity_options,Y,medium,Roundhill WeeklyPay synthetic + weekly calls
S000092331,Roundhill ARM  WeeklyPay ETF,Roundhill ETF Trust,,ARMW,2025,2025,1,,14800427.21,,equity_options,Y,medium,Roundhill WeeklyPay option income
S000092333,Roundhill UNH WeeklyPay ETF,Roundhill ETF Trust,,UNHW,2025,2025,1,,8118080.701,,equity_options,Y,medium,Roundhill WeeklyPay synthetic + weekly calls
S000092334,Roundhill AVGO WeeklyPay ETF,Roundhill ETF Trust,,AVGW,2025,2025,1,,36508303.55,,equity_options,Y,medium,Roundhill WeeklyPay option income
S000092335,Roundhill BABA WeeklyPay ETF,Roundhill ETF Trust,,BABW,2025,2025,1,,14491252.338,,equity_options,Y,medium,Roundhill WeeklyPay option income
S000092336,Roundhill BRKB WeeklyPay ETF,Roundhill ETF Trust,,BRKW,2025,2025,1,,21136238.39,,equity_options,Y,medium,Roundhill WeeklyPay: synthetic exposure + weekly calls
S000092337,Roundhill COST  WeeklyPay ETF,Roundhill ETF Trust,,COSW,2025,2025,1,,14502552.733,,equity_options,Y,medium,Roundhill WeeklyPay: synthetic exposure + weekly calls
S000092345,Vontobel International Equity Active ETF,Advisors' Inner Circle Fund II,,VNIE,2025,2025,1,,9097702.66999999,,equity_longonly,Y,high,Vontobel international equity
S000092348,Innovator Equity Managed 100 Buffer ETF,Innovator ETFs Trust,,BFRZ,2025,2025,1,,35566743.494593,,equity_options,Y,high,Innovator managed buffer
